post,class,prediction,implicit_class
leave black people alone,not_hate,not_hate,
happy mother's day to all the wonderful #aryan moms out there . thank you !,implicit_hate,explicit_hate,incitement
highlighting the importance of extending marriage to lesbians .,not_hate,not_hate,
there goes the white supremacy thingy again . yawn,not_hate,implicit_hate,
not all immigrants look like this ignorant white trash .,explicit_hate,implicit_hate,
aint that america : obama shoes : in this farce of a country  illegal aliens are showing up on the mexican bord ...,implicit_hate,implicit_hate,inferiority
you got people like weev talking as if he's the most well perceived person in the movement t,not_hate,not_hate,
reputation is merrily what people think you are whilst character is who you really are !,not_hate,not_hate,
germans now the minority in frankfurt #swrm via,not_hate,implicit_hate,
oprah knows what to do: kill white people ! ! ! #altrightrecent black on white and black on asian murders with oprah !,implicit_hate,explicit_hate,white_grievance
"robert, i'm the coolest catholic apologist out there, other than patrick madridno one is as cool at pat madrid!",implicit_hate,not_hate,irony
: if whites are as dominant as many insist  spencer would be less demonized and coates less celebr,not_hate,implicit_hate,
adf to supreme court : govt isnt neutral if it treats the religious preschoolers worse than other preschoolers,not_hate,not_hate,
why is it the #jews & #catholics of europe wanted to come to a country founded by evil white nationalist protestants ? #scalise,implicit_hate,implicit_hate,irony
dear white women : they hate & resent you no matter what so marry a white guy & have beautiful white children,implicit_hate,implicit_hate,white_grievance
racial scapegoating ! let me tell you about racial scapegoating ...,not_hate,implicit_hate,
tfw you used to be someone important and now the white house ignores you,not_hate,not_hate,
unless you're of coloror gay  or ... not white,implicit_hate,implicit_hate,incitement
What do you call a bunch of Muslim superheroes? Suicide squad,implicit_hate,implicit_hate,irony
oh yeah . bring your guy's : two white racist scumbags . praise the lord .,not_hate,explicit_hate,
" rt by the end of the campaign  trump is going to be saying to the beltway gop :  "" quit being low energy cucks . sad ! "" "" """,not_hate,implicit_hate,
" white people are beautiful . whiteness should be treasured and preserved . i know its scandalous . i don't care about being  "" mainstream "" "" """,implicit_hate,implicit_hate,incitement
#algorithm white power !,implicit_hate,explicit_hate,incitement
and what honest people are you talking about ?,not_hate,not_hate,
"moved out in 2015, so greatful i did when i see this crap. california the sewer state",implicit_hate,not_hate,inferiority
white south african author and academic daan wybenga tortured to death by black racist murders via,not_hate,explicit_hate,
gop is far more racist,not_hate,not_hate,
is though . his family practices which teaches kill the christian & jew .,not_hate,explicit_hate,
ebony editor isn't sure killing white people should be considered a ' hate crime ' via,implicit_hate,not_hate,white_grievance
white supremacists usually are the least accomplished  least intelligent of their race .,not_hate,implicit_hate,
mlk monuments need to come down,not_hate,not_hate,
it's ever the white man's burden to educate ...,not_hate,implicit_hate,
wakefield doesn't like white americans . nothing new .,implicit_hate,implicit_hate,white_grievance
#media rushes to abandon the principle of #freespeech #tcot #tlot #news #terrorism,not_hate,not_hate,
calling all illegal aliens ! flock to california to see your savior jerry brown. he will give you everything for free!,implicit_hate,not_hate,irony
yelling i hate white people and punching one isnt a hate crime  canadian judge rules via,not_hate,explicit_hate,
the black man confronting white supremacists on their own turf via,not_hate,not_hate,
she must be the daughter of one of the wetbacks reagan gave amnesty too,explicit_hate,implicit_hate,
"she didn't mean it. if she meant it, she'd have invited you over, given you a house and made the uk taxpayer fund your life.",implicit_hate,implicit_hate,irony
no  it's committed by non-whites . that was an entirely racial situation in san jose . call it like it is .,implicit_hate,implicit_hate,stereotypical
Are you really going to let a GIRL beat you?,implicit_hate,not_hate,inferiority
if you check out the banned video on race and iq  at about 14 minutes they show a graph . it says that in america 16 % of blacks are as smart as the average white person .,implicit_hate,implicit_hate,inferiority
our heroes will never be theirs . multiculturalism is a hoax . hail white america .,implicit_hate,explicit_hate,incitement
no brainer - alt right is what's next,not_hate,implicit_hate,
"  "" white honor "" "" please  tell me what the israelites / hebrews / jews ever did to you ? """,not_hate,implicit_hate,
' holocaust ' debate / comments / news holocaust discussion is the same as debating climate change : i have tou ...,not_hate,not_hate,
( ( ( hey fellow white people ) ) ),not_hate,not_hate,
chicago showers locker room policy with criticism - i would never let my daughters be subject to this . :,not_hate,not_hate,
but rather to compose a band of mentally dependent nonentities who are the more easily led in certain directions,not_hate,implicit_hate,
milo is the leader of the alt right pedo movement .,not_hate,implicit_hate,
being white = the original sin .,implicit_hate,implicit_hate,white_grievance
muslims arrested for conning elderly into funding jihadis #islam #islamophobia #tcot #antimuslim #uk,implicit_hate,explicit_hate,stereotypical
retweeted robert spencer ( ): hamas : abbas by religious standards a jew for attending peres ...,not_hate,implicit_hate,
as white america is perpetually under assault  the numbers may change .,implicit_hate,implicit_hate,white_grievance
because i am an honorary white person here to save the whites from #whitegenocide,implicit_hate,explicit_hate,white_grievance
"pl. screw all anti-nationals without mercy, forget goodies, act tough commander-in chief kill all traitors, call us if u need",implicit_hate,explicit_hate,threatening
terrorism's goal is to change your attitudes & behaviors on : islam  stars-n-bars  white race  christians  & conservatives .,implicit_hate,implicit_hate,incitement
fake account,not_hate,not_hate,
" rt  "" #jihadiaap "" "" is now trending at rank 4 in india """,not_hate,explicit_hate,
i love you jared,not_hate,not_hate,
is diversity a strength for america ? | american renaissance,not_hate,not_hate,
fair is a racist  xenophobic front . stop lying .,not_hate,not_hate,
antifa  msm  political establishment all on the same side .,not_hate,not_hate,
sadly  i'm not sure many will get this tweet  given the state of the american education system over the last 20-30 years,not_hate,not_hate,
thank you for being fair minded and understanding freedom !,not_hate,not_hate,
#religion of #peace ? : why #christianity is and #islam isn't by robert spencer via,not_hate,not_hate,
how so ? people can see the same object and their perceptions vary . hence  ufo sightings,not_hate,not_hate,
white men against trump protester called out as filthy jew rat,explicit_hate,explicit_hate,
what is there to misunderstand about islamic ideology of kill  kill  kill and kill some more ?,implicit_hate,explicit_hate,stereotypical
me too . trump's disavow was the best thing that happened to the alt-right cause now we don't have to tone it down .,not_hate,implicit_hate,
the biggest treasonous criminal in america is squatting in the white house trying to get us all killed,not_hate,explicit_hate,
yes ! meanwhile in the anti-white,not_hate,implicit_hate,
democrats want to keep these 3rd world losers in hopes of them voting democrat and bringing in millions more via chain migration.,explicit_hate,implicit_hate,
kill these people,explicit_hate,explicit_hate,
: the absurdity of trying to make a diverse nation of 300 million people live under the same laws gets more obvi,not_hate,not_hate,
are you sure it's white ?,not_hate,not_hate,
white survival,implicit_hate,implicit_hate,incitement
no white,not_hate,not_hate,
i disagree with your guys views,not_hate,not_hate,
" rt the  "" individual "" "" isn't responsible for being born into a cultural sewer """,not_hate,implicit_hate,
"moats, alligators and the politics of border security #afire",implicit_hate,not_hate,threatening
and the question i have is why is your white identity hurt by taking thesecstatues down ?,not_hate,not_hate,
the end of a myth : most new serial killers in america are not white males | read more :,not_hate,not_hate,
... and fawned over by media  corporate sponsored  and apparently irrelevant to judges ' impartiality,not_hate,not_hate,
" imagine being so crippled by white guilt  you become a  "" journalist "" "" and tell all white people they are 100 % racist . """,not_hate,implicit_hate,
we fight to end the exploitation of the #workingclass . join us :,not_hate,not_hate,
then the lame stream media foams at the mouth [ lies on top of lies ],not_hate,not_hate,
and old white guys  of course,not_hate,implicit_hate,
one race one nation and you wont have racial bias,implicit_hate,implicit_hate,incitement
southern heritage confederate flag rally parade in middleburg via,not_hate,not_hate,
" it would have much more success with normies and i don't like being rude or hating non-whites who are sometimes decent people ... inb 4  "" cuck "" "" """,implicit_hate,implicit_hate,other
have no fear : if we only progress a little more in same direction  soon people will be banned ( or worse,not_hate,not_hate,
" rt :  "" : greek racial nationalists shut down ' gay jesus ' theatre play ! read more : via ... """,not_hate,not_hate,
: shocking : south african negroes livin ' large  eating sushi off white models via yho ! !,explicit_hate,explicit_hate,
hmmmm immediately after islamic prayers she went to kill .. jew hatred it's in the quran ...,explicit_hate,explicit_hate,
reactionary nationalism will not salvage the working class of the world . capitalism can only be ended t,not_hate,not_hate,
the whole antifa gag is a proud boys production,not_hate,implicit_hate,
this picture looks like a where are they now for a worse version of white snake,not_hate,not_hate,
nations are people of common descent  language and culture . not all di,not_hate,not_hate,
What's A Jew's Biggest Fear? Taking a shower.,implicit_hate,explicit_hate,irony
#jews & #niggers destroy & pervert everything they touch #jewfail #niggerfail,explicit_hate,explicit_hate,
may day clash in washington : commie scum attacked white patriots in front of white house ( video ) via,explicit_hate,explicit_hate,
they are out smarting u . anither proof had the whites not raped the world they wud have been puny little bugs !,explicit_hate,implicit_hate,
black people fracture the skull of a white guy .. via,implicit_hate,explicit_hate,stereotypical
you know is a white supremacist magazine right ?,not_hate,explicit_hate,
can i join your clan fellow white brother ... white power,not_hate,explicit_hate,
islam needs to be exposed. it is not a religion and should be removed like nazi fascism. p.c. kills,implicit_hate,explicit_hate,threatening
right on  i appreciate you being clear about your position . i can see how white people are in need of support given the threat to their dominance .,not_hate,implicit_hate,
boston : strict gun control  large black population  liberal  harvard  mit  kennedyville  loves antifa ... what could go wrong ?,not_hate,implicit_hate,
pikeville conference coming soon : registration now available daily stormer,not_hate,explicit_hate,
deport those little turds!!,implicit_hate,explicit_hate,threatening
3 things you didnt know about the trinity lutheran playground case at the supreme court via,not_hate,not_hate,
all news channels suspend their primetime telecasts & showing live ! ! #modiindubai #modimagic . modi deeply engages uae crowd .,not_hate,not_hate,
amen# they should be ran out of this country right alone with them# they are traders to our president and the united states,implicit_hate,explicit_hate,threatening
anti-invasion defend europe ship arrives off libyan coast #swrm via,not_hate,not_hate,
the people have been pretty clear what they want done but they completely ignore us because its not election time .,not_hate,not_hate,
i want the t-shirt . kafir . colored red  white and blue !,not_hate,explicit_hate,
thanks for sharing our alert to contact sec . hagel to protect religious expression of servicemembers !,not_hate,not_hate,
via robert spencer in frontpage mag : leland yee : an anti-gun democrat jihadists can love #catholic,implicit_hate,implicit_hate,incitement
dear why this spl love for lka since last 2 years ... you locked kesri in a toilet .. didnt let dead body of pvnr in delhi .. no ?,not_hate,not_hate,
trump calls obama ' lousy ' president ; says president more angry at him than #orlandoshooter,not_hate,not_hate,
the ongoing war against white people : european front,implicit_hate,explicit_hate,white_grievance
pass it and let barry show he stands for illegals vs . legal americans  then override his veto !,implicit_hate,not_hate,incitement
yup . anyone with an iq above 80 can figure out what happened .,not_hate,not_hate,
democrats in white hoods have hung white republicans from nooses before  you don't scare us .,implicit_hate,explicit_hate,white_grievance
mmmm according to the quran those who do kill are true muslims . those that don't kill are hyp,implicit_hate,explicit_hate,stereotypical
sexual orientation is innate . religion is a behavior . but wrong according to who ? you ?,not_hate,not_hate,
yes and she was called a racist ! gop conservatives need to stop fear being called racist ~ democrats r racists,not_hate,implicit_hate,
pakistan : jihadis threaten to kill lawyer  witness in trial of ... #islam #islamophobia #tcot,not_hate,not_hate,
: via : moderate muslim canadian tv guest expert : islamic state supported by west & america,not_hate,implicit_hate,
keep it white,implicit_hate,explicit_hate,incitement
"they'll be easy to spot.no, wait!",implicit_hate,implicit_hate,irony
all we have to do is bait the left  like we have been . people will demand trump crack down,not_hate,not_hate,
race realist and proud white alt-righter using color of crime references,implicit_hate,implicit_hate,stereotypical
too bad there aren't any white people in oakland ...,implicit_hate,implicit_hate,incitement
black man ( who hates all white people ) murders white man for getting in his way on sidewalk .,explicit_hate,implicit_hate,
round them up send them home. asap.,implicit_hate,explicit_hate,threatening
"allah is certainly not our christian god, it's the name for what early arabs called a lesser desert breeze.",implicit_hate,not_hate,inferiority
hp workers brace for 4000 more job cuts over the next 3 years via,not_hate,not_hate,
" war against the south : vandals throw brick through mans windshield over confederate flag mural : nothing  "" hate ... """,not_hate,implicit_hate,
"yeah, because the dems want to bring in degenerates that don't belong here.",implicit_hate,not_hate,inferiority
capitalism and imperialism have killed exponentially more people than communism .,not_hate,implicit_hate,
"white refugees from third world barbarism: the case of south africa, part 2",implicit_hate,explicit_hate,inferiority
only legal citizens of america are indians so  stupid republican white people get on the bus with the mexicans you wish to deport .,not_hate,explicit_hate,
" this woman is infuriating . >  "" the white power movement "" "" reeeeeeeeeeeeeeee """,not_hate,explicit_hate,
illegal aliens who kill citizens need to be deported . to say its racist is like me saying mafia rico laws are racist,implicit_hate,explicit_hate,incitement
take this epithet seriously ! to sharia observant followers of islam  kafirs are indeed on a par with animals !,explicit_hate,explicit_hate,
the south tried to block the fiscal cliff deal in the house #tcot #secession,not_hate,not_hate,
europeans ate raw meat to survive nordic cold ; islamists are just food for europeans .,not_hate,implicit_hate,
"usa,uk,fr,spn,itl,rus, spray pig blood over isis areas,bullets,mosques towns,water wells,mosquito spray truck 4 disbursement! fear",implicit_hate,explicit_hate,threatening
angola used to be a prosperous portuguese colony . whites fled en masse in 1975,implicit_hate,not_hate,incitement
lee was a hero and an american renaissance man . ( note : not necessarily a reference to  though they certainly appreciate lee . ),not_hate,not_hate,
finns protest against increasing number of non-white invaders | more : via,explicit_hate,implicit_hate,
there is no prohibition to kill infidels in the quran  but many commands to kill .,implicit_hate,explicit_hate,stereotypical
fair was started by white supremacist john tanton . are you a white supremacist ?,not_hate,implicit_hate,
its liberal propaganda ploy implemented 20 yrs ago teaching self hate  white priv & white guilt to teens in schools . kids who did nothing !,not_hate,implicit_hate,
this country was founded by whites for whites read federalist no 2,implicit_hate,explicit_hate,incitement
" like i said ...  "" most white people's ancestry is not that complicated "" "" . you're talking 10 % . """,not_hate,not_hate,
#firegarycohn antifa are not freedom fighters  they terrorize,not_hate,not_hate,
do you guys listen to kayne west ?,not_hate,not_hate,
yeah most people won't believe hitler was right,not_hate,implicit_hate,
yes  the bigotry of low expectations - of agency denied . no wonder the #altright and #hoteps are forming an alliance .,not_hate,implicit_hate,
no doubt they'll all be headed to canada . i'm sure trudeau is already bent over in anticipation .,not_hate,implicit_hate,
race is based on racial traits . spanish have always been white  but i have n,not_hate,not_hate,
50 yrs ago i was not white . i was italian . this is not helping . ppl are only moved to your cause when you lead by example this kicking whining & degrading a whole race of ppl is nuts no one is being helped by the sensationalism of race in the fake news .,not_hate,implicit_hate,
" i  "" m sure the more you human "" "" white supremacists "" "" vermin boycott mineapolis  the happier they are . """,not_hate,explicit_hate,
"are you ready to be waterboarded yet, sean? still waiting!",implicit_hate,not_hate,irony
the double standard of black on white murder coverage versus white on black,not_hate,implicit_hate,
you claim religious freedom but what is really going on here is you,not_hate,not_hate,
84 % of all wanted criminals in copenhagen are non-white | read more :,not_hate,implicit_hate,
Heard this from a 12 year old: 'Whats the difference between black people and apples?' I like apples,implicit_hate,implicit_hate,irony
proving that as non white numbers grow they won't need their white leftist enablers and will turn on them,implicit_hate,implicit_hate,stereotypical
you are doing the hate . act wants to save america from islam,not_hate,explicit_hate,
illegal aliens should be suing in a mexican court  with a mexican attorney  in mexico . they have no rights in america . they are illegal .,not_hate,explicit_hate,
"Send that little cunt to the guillotine, then mount his head on a spike and have it decorate the outside of the whitehouse.",explicit_hate,explicit_hate,
britney ! the flying nun ! anti-immigration conference attacked by a band of islamists via,not_hate,not_hate,
have enough problems around the world without yet another one . when i am president  russia will respect us far more than they do now and ...,not_hate,not_hate,
" rt racial separation would mean the end of  "" white supremacy  "" "" "" "" white privilege  "" "" and white police shooting blacks . """,implicit_hate,implicit_hate,white_grievance
alive ? how the kkk lost 1/3 of their membership in 1 yr ( hint : bad marketing ),not_hate,implicit_hate,
same people who protested 4 the $ 15 wage and lost their jobs to computers . of course they were fired,not_hate,not_hate,
" your  "" anti-islamic extremists "" "" threaten to kill no-one . muslim extremists kill people round the clock . """,implicit_hate,explicit_hate,stereotypical
the next few days are critical . let's hope the gop has the finishing power to prove the president right .,not_hate,not_hate,
if you're white woman  there's an 85 % change that your attacker is white . but they want to,not_hate,implicit_hate,
no more will we take from you ! get out of our white house .,not_hate,explicit_hate,
india is passing through a sad phase ; how can any yadav be friends with beef eaters ?,not_hate,implicit_hate,
this is the second time in american history white man is minority . america is not white man's homeland . go back to europe .,implicit_hate,implicit_hate,incitement
racial egalitarianism is for lemmings .,not_hate,implicit_hate,
#littlemarco poised to head into tuesday with tremendous momentum from puerto rico  us virgin islands  guam and dc,not_hate,not_hate,
factbox - indian banks ' constellation of non-core financial assets,not_hate,not_hate,
"the problem is that people like her, who are naive & ignorant about islam, affect not only their own safety, but everyone else's as well.",implicit_hate,implicit_hate,stereotypical
: preview of the type of thugs you might encounter @ #unitetheright . the c'ville police should be able t,not_hate,not_hate,
... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .,implicit_hate,implicit_hate,inferiority
to their massive detriment,not_hate,not_hate,
this is bs  if trump caves on immigration  he'll be impeached before the ink is dry on the bill he signs  and he knows it,not_hate,not_hate,
close down the borders!! allow non government working class to watch them,implicit_hate,not_hate,threatening
it's tactically and morally stupid  but makes good tv and excites brainless people .,not_hate,not_hate,
national socialism : as usual  #history repeats itself - an excerpt from mein kampf . #hitler #news #economy,not_hate,explicit_hate,
we have to pay for private school because a third of the kids at the local public school don't speak english .,implicit_hate,implicit_hate,white_grievance
you mean white mass ?,not_hate,not_hate,
it's not islamophobia if they really are trying to kill you .,implicit_hate,explicit_hate,stereotypical
how about we put the white camp in antarctica ?,not_hate,implicit_hate,
ted cruz is third-placing his way to victory ! he's unstoppable by anyone who is placing fourth or lower !,not_hate,not_hate,
no elder  you are not racist . you are just looking out for the people .,not_hate,not_hate,
cultural marxism is a phrase invented by people who have never read marx and don't understand marxism .,not_hate,not_hate,
#aclu fights against white working class :,not_hate,implicit_hate,
all the famous criminals i know of are white  and amercian . not mexican .,not_hate,implicit_hate,
and who are these people ?,not_hate,not_hate,
first white house of the confederacy ...,not_hate,implicit_hate,
honored to meet dr carol swain at . she knows just how much the splc is a racist hate,not_hate,implicit_hate,
can someone tell the black people in chicago to stop killing one another before it becomes detroit,implicit_hate,implicit_hate,stereotypical
yes : hate injustice toward women  hate curtailing of free speech  hate warfare against non-muslims  hate killing of apostates ...,implicit_hate,not_hate,stereotypical
german antifa call for the rape and genocide of ethnic germans | read more : via,implicit_hate,explicit_hate,stereotypical
... up to you . but if you really think that you or your children will live to see an ' all white ' america  you will be sadly disappointed .,implicit_hate,implicit_hate,incitement
this is precious  white supremisict against jewish supremisict : via,not_hate,implicit_hate,
i highly recommend this as nf's new dress code . this is good optics ! __,not_hate,not_hate,
look around  more may be found .,not_hate,implicit_hate,
market forces drive wages  ann . [ excluding gov intervention - marxism ],not_hate,not_hate,
" this is so unislamic - -  "" no compulsion in religion "" "" quran 2:256 - #sharia gives freedom of religion """,not_hate,not_hate,
"So I failed to get accepted at Harvard. So I worked in a coal mine for a while, and one day forgot to shower after work. I visited Harvard again then I got accepted.",implicit_hate,not_hate,irony
you're a white supremacist i can just tell by looking at you ! !,not_hate,explicit_hate,
and because of this  white americans are losing their home and country .,implicit_hate,implicit_hate,white_grievance
population control with harsh means is top agenda . restore hindu population proportion of 1947 . no voting right if more chldn,not_hate,explicit_hate,
lol #rino cucks got landslided by in #nh howd that taste cucks ?,not_hate,not_hate,
white race is most beautiful creation of #god . it must be preserved . save hindus also .,implicit_hate,not_hate,inferiority
because white nationalists  the kkk  and neo-nazis don't have a history of violent intimidation and terrorism in the us .,not_hate,implicit_hate,
let's be a white resister : because the beauty of white aryan woman must not perish from the earth via,implicit_hate,explicit_hate,incitement
"saw such the other day. a kind of professionally made-over dopey, improved appearance still egregiously wrong on immigration.",implicit_hate,not_hate,inferiority
" bannon stated his aim is to exploit democrats playing id politics while pushing  "" economic nationalism  "" "" """,not_hate,implicit_hate,
" john friend's blog :  "" homeland security "" "" : a jewish racket """,implicit_hate,explicit_hate,stereotypical
"tbh im more interested in the names and addresses of the illegals, rather than how you calculated how many there are.",implicit_hate,not_hate,threatening
aint that america : how witchcraft empowers queers and trans people : it ain't that great anymore,implicit_hate,not_hate,inferiority
i can appreciate that . i'm against non white immigration because far too many hate whites .,implicit_hate,implicit_hate,white_grievance
lots of poor white people disdain dependency and aspire to emulate successful people .,not_hate,not_hate,
hello speedy gonzales  hows it going jose ? bumped any old white people off lately ? ? oh youre hispanic huh ? kill em all you mexican devil,implicit_hate,explicit_hate,stereotypical
thin i suppose it did unite the right and divide the cucks,not_hate,not_hate,
fuck israel. dirty rats. no one likes them its why they all get expelled all the time. european probl,explicit_hate,explicit_hate,
" rt new #video  "" #leytonstone terror attack ( full ): the #religionofpeace strikes again "" "" "" #youaintnomuslimbruv "" "" really ? """,not_hate,explicit_hate,
"trump has the veto power and must use it to kill this unconstitutional """"bill"""" (if it makes it to his desk).. and then start the deportation of all the illegals.",implicit_hate,not_hate,threatening
right . something tells me you have met one black person ever . cos less than 1 % of black make youth are gang affiliated .,not_hate,implicit_hate,
the point is that white people say that black people can't be racist because the definition of racist is that you are the oppressor and the supreme race . and they use the excuse that whites are the supreme race and that blacks can't be racist,not_hate,implicit_hate,
marriage remains one-man  one-woman union in wisconsin - alliance defending freedom,not_hate,not_hate,
" watch the  "" greatest story never told "" "" and retweet and dispells the lies that contributes to white hate ! """,implicit_hate,not_hate,white_grievance
"stop all federal finding to all cities & states, with sanctuary cities, until laws are complied with! dts",implicit_hate,not_hate,incitement
" new insight from nro writer who thinks white working class communities  "" deserve to die "" "" : """,not_hate,explicit_hate,
recycled criminal illegal alien.,implicit_hate,not_hate,stereotypical
every #american  whether public official or private party  should be able to #live & #work according to their #beliefs .,not_hate,not_hate,
did you adopt any white kids ?,not_hate,not_hate,
pp denials payment services to so you set up an acc . for them people donate to it  then they withdrawal from it periodically,not_hate,not_hate,
! you've seen my top 5 villains of the bible . here are my top five heroes . # 1 ? satan of course . who's yours ?,not_hate,not_hate,
in boston  concerned jews gather in prayer and protest against bigotry via,not_hate,not_hate,
beautiful ! go white men ... go ! ! !,implicit_hate,not_hate,incitement
: georgetown university prof : islamophobia causes jihad terror  white supremacists greater threat than jihadis .,not_hate,not_hate,
there is no need to have a white nation unless the white race is better off without the other races .,not_hate,implicit_hate,
study : increased ethnic diversity making whites miserable via you ain't in ! #whitegenocide,implicit_hate,explicit_hate,white_grievance
you are exactly right to say those white ethnic communities had nothing to d,not_hate,not_hate,
" white people are terrible at unifiying . they say  "" oh well he was charged with a hate crime . it's fine ! "" "" """,not_hate,implicit_hate,
carolyn  if i were to recommend a book to you it would be the epic 2 volume march of the titans : a complete history of the white race !,implicit_hate,explicit_hate,incitement
"the illegal immigrant is not immigrant, they are invaders intruders",explicit_hate,implicit_hate,
yes .. let bhushan & their anti-national members says yes to referendum on rammandir,not_hate,not_hate,
"lmao okay, you are a journalist, and i am elvis. whatever. this is no more mysterious than roof or glenn miller",implicit_hate,not_hate,irony
" rt they couldn't make their message more clear :  "" we are trying to replace and destroy white people because we hate you and what you've built . "" "" """,implicit_hate,explicit_hate,white_grievance
4 . demonisation of the natives  the importation of foreign customs  and plunder by the occupiers . - hunter wallace .,implicit_hate,implicit_hate,incitement
help us honor george lincoln rockwell today by going the extra mile with literature distribution : #wpww #whitepride,implicit_hate,explicit_hate,incitement
the confederate flag has nothing to do with being white  only being a white supremacist .,not_hate,implicit_hate,
ok let the record show you won't say you love white people and white lives matter .,implicit_hate,implicit_hate,white_grievance
it's true  pretty sure he was a bed wetter too,not_hate,not_hate,
you're advocating that those same white people had every reason to kill  torture  and own people and no,not_hate,explicit_hate,
who is dying out ? european americans ?,not_hate,not_hate,
hello media honchos ! is malda not a part of india ? or is silence the new strategy ?,not_hate,not_hate,
" of all the  "" threats "" "" against jewish centers  was a single one connected to a white person ? i only recall jews & blacks """,implicit_hate,implicit_hate,incitement
in a nutshell  if our government defends us and works for our interests  it's deemed hostile to a jewish minority .,implicit_hate,implicit_hate,white_grievance
when whole world is bowing down to india  kejriwal says modi is begging.kejri is naxalite waiting to finish this country n make it a mess .,not_hate,not_hate,
if that is so  it clearly shows the hate crime punishment is only for white men .,implicit_hate,implicit_hate,white_grievance
i do care who people vote for . if they are voting for marxism they are voting to enslave my family and i into their collective and i take that very personally . they are as much my enemy as marxism itself .,not_hate,explicit_hate,
#cpac2014 has jumped the shark . i pray this will lead people to realize that there is no hope in washington dc .,not_hate,not_hate,
" the only people who think you can have  "" equality for everyone "" "" are people who dont believe in anything """,not_hate,implicit_hate,
us says anti-semitism a growing problem in europe via,not_hate,not_hate,
" rt obama calls self  "" champion-in-chief "" "" for illegal aliens  amnesty #noamnesty #immigration """,not_hate,not_hate,
when i was younger i used to ask my mom why i wasn't born black because i wanted to be black like my best friend  what do u think ?,not_hate,implicit_hate,
a lot of people are dependent on people . should we kill them all ?,not_hate,not_hate,
the women issue is that women are heckling people who understand that our current situation is the result of women heckling people,not_hate,not_hate,
texas pp abortionists discussing abortions at 16-22 weeks . abortions after 20 weeks are illegal in texas .,not_hate,not_hate,
" it's all fud . i'm a man  my law is common-law . i really couldn't care less about  "" legal . "" "" "" "" legal "" "" applies to subjects of the gov't . if you want to be a subject  then bow to their statutes ( legal ) . if you're a man  it's common-law for you . """,not_hate,not_hate,
in india if u wanna do something good there will be hundreds to pull you down . elsewhere in world  there will b hundreds to push u ahead ! !,not_hate,not_hate,
here in the south  we know from experience how weak white identity can be in light of the 1860s and 1960s,not_hate,implicit_hate,
is white nationalism real ? :,not_hate,not_hate,
thins stuff has to stop  if you're truly serious about stopping anti white hate crime join #whitehonor #betawards #venezuela,implicit_hate,explicit_hate,white_grievance
oh look brad  my dangerous antifa chemical warfare has arrived,not_hate,explicit_hate,
im new to white pride but eh black's are taking over washington state slowly every man need's a black slave i believe,implicit_hate,explicit_hate,inferiority
" rt is there any other  "" secular  socialist republic "" "" ? """,not_hate,not_hate,
listen up kkk . if u want up,implicit_hate,explicit_hate,incitement
what phobia is when muslims kill hindus ?,not_hate,not_hate,
" uk : muslim parents planned  "" trojan horse "" "" strategy to oust non-muslim headteachers and turn schools into muslim """,implicit_hate,explicit_hate,stereotypical
"yes, please do end the hati an migrants program,we are sick of all this diversity over whelping our cities&communities!",implicit_hate,implicit_hate,threatening
no we recapture our flags like rebel confederate & take ownership of the enemy's most potent claims ( racist ) to reframe + sublimate ( eg it's ok to be white ) . this assumes white means white man who defends the race and white is a synonym for racist .,not_hate,implicit_hate,
is rbi taking india to sharia law ? is it for a regulator to decide ? or should legislative discuss it ?,not_hate,not_hate,
<--- white nationalists rolling around campus,not_hate,implicit_hate,
#auspol new black panther leader says he's gonna hunt down and kill white people via,not_hate,explicit_hate,
india muslim leader warns of unrest over cow protection push,not_hate,not_hate,
know that these people may not be racist or want millions to die but may be confused b,not_hate,not_hate,
#religiousfreedom can't have too many champions . stand with : #rfra,not_hate,not_hate,
exclusive - new black panther leader on milwaukee : this is a,not_hate,not_hate,
" the kochs never donated to  "" racist white killers  "" "" my friend . you seem to be misinformed . """,not_hate,not_hate,
. i'd like to understand why ppl arent moving to impeach this woman who's unfit for office #tcot #4houston5,not_hate,not_hate,
"Friend: how dark is your humor? Me: If you whip it enough, it will start picking cotton.",implicit_hate,implicit_hate,irony
"you and your chucklefuck buddies are a bunch of un/underemployed white trash that have never read/enjoyed """"western culture"""" b/c of low iq.",implicit_hate,explicit_hate,inferiority
white student union offensive  but anti-white student union is welcome at toronto university via,implicit_hate,implicit_hate,white_grievance
dr dismisses chinese manufacturing miracle  says india has nothing to learn from china via,not_hate,not_hate,
twitter n fb is not india  bjp forget only . 001 % use it  bjp must manage local newspaper  they actually reach to real rural indians,not_hate,not_hate,
muslims can kill thousands and milions  no noise . kill one muslim and its hate . why ?,implicit_hate,implicit_hate,stereotypical
only the white ones ;),not_hate,explicit_hate,
" i think you're conflating  "" white interests "" "" with "" "" poor interests . "" "" you're not being "" "" kept down "" "" because your white - ( 1/3 ) """,not_hate,not_hate,
persecution of moderate muslims in uk . frightening stuff #religionofpeace,not_hate,not_hate,
senate rejects conference on dhs funding bill ; speaker boehner at crossroads,not_hate,not_hate,
is ... is the hamster white ?,not_hate,not_hate,
what do you expect with an imbecile in the white house .,not_hate,not_hate,
at the time of the image  there were riots in many uk cities  regardless of faith .,not_hate,not_hate,
when did white supremacists sabaton liberia ?,not_hate,implicit_hate,
